FlightDate,Airline,Origin,Dest,CRSDepTime,CRSArrTime,Distance,DepDelayMinutes,DepDel15,DepartureDelayGroups,TaxiOut,AirTime,ArrDelayMinutes
2022-07-02,Republic Airlines,OKC,DCA,1518,1916,1158.0,3.0,0.0,0.0,13.0,141.0,0.0
2022-06-24,Republic Airlines,BOS,CLT,1330,1556,728.0,102|.0,1.0,6.0,21.0,98.0,88.0
2022-06-28,Republic Airlines,BOS,LGA,1700,1829,184.0,0.0,0.0,-1.0,36.0,44.0,0.0
2022-05-21,JetBlue Airways,DCA,BOS,1830,2009,399.0,2.0,0.0,0.0,11.0,58.0,0.0
2022-02-28,Envoy Air,AEX,DFW,600,730,285.0,0.0,0.0,-1.0,28.0,52.0,0.0
2022-01-19,American Airlines Inc.,SDF,CLT,815,1001,335.0,0.0,0.0,-1.0,25.|0,48.0,0.0
2022-06-30,United Air Lines Inc.,IAH,DCA,958,1400,1208.0,0.0,0.0,-1.0,18.0,154.0,0.0
2022-06-22,Delta Air Lines Inc.,ATL,LGA,600,816,762.0,0.0,0.0,-1.0,12.0,115.0,0.0
2022-02-23,Southwest Airlines Co.,CLE,BWI,535,710,314.0,0.0,0.0,-1.0,6.0,51.0,0.0
2022-02-18,Delta Air Lines Inc.,PHL,MSP,610,813,980.0,5.0,0.0,0.0,14.0,159.0,0.0
2022-05-03,Republic Airlines,BOS,DCA,610,759,399.|0,0.0,0.0,-1.0,22.0,74.0,0.0
2022-05-18,SkyWest Airlines Inc.,HDN,DEN,734,840,141.0,0.0,0.0,-1.0,15.0,30.0,0.0
2022-05-20,SkyWest Airlines Inc.,LAX,PSP,2255,2359,110.0,40.0,1.0,2.0,12.0,33.0,29.0
2022-06-11,United Air Lines Inc.,MCO,IAH,717,844,854.0,0.0,0.0,-1.0,17.0,117.0,0.0
2022-02-17,Hawaiian Airlines Inc.,OAK,HNL,850,1230,2409.0,0.0,0.0,-1.0,9.0,320.0,0.0
2022-01-29,Comair Inc.,CLT,PHF,1141,1259,"28|,2.0",0.0,0.0,-1.0,15.0,52.0,0.0
2022-01-20,Hawaiian Airlines Inc.,AUS,HNL,835,1310,3764.0,1#13.0,1.0,7.0,35.0,468.0,110.0
2022-07-12,Republic Airlines,JFK,RDU,1540,1734,427.0,0.0,0.0,-1.0,30.0,70.0,0.0
2022-03-27,SkyWest Airlines Inc.,DFW,JAN,1751,1921,408.0,2.0,0.0,0.0,14.0,59.0,0.0
2022-07-17,Envoy Air,ROC,DCA,1251,1412,296.0,2.0,0.0,0.0,"1,7.0",55.0,5.0
2022-04-06,Southwest Airlines Co.,AUS,IND,1505,1820,919.0,22.0,1.0,1.0,13.0,110.0,14.0
2022-06-21,Southwest Airlines Co.,BUR,AUS,1030,1535,1241.0,0.0,0.0,-1.0,15.0,157.0,2.0
2022-02-18,Republic Airlines,BNA,TPA,1719,2011,612.0,113.0,1.0,7.0,18.0,82.0,104.0
2022-06-14,Delta Air Lines Inc.,BOS,ATL,1830,2126,946.0,27.0,1.0,1.0,14.0,123.0,0.0
2022-04-18,Southwest Airlines Co.,AUS,DAL,1300,1400,189.0,0.0,0.0,-1.0,15.0,34.0,0.0
2022-02-26,American Airlines Inc.,CMH,MIA,637,931,990.0,0.0,0.0,-1.0,"21,.0",133.0,0.0
2022-05-02,Southwest Airlines Co.,HRL,AUS,1010,1115,273.0,18.0,1.0,1.0,9.0,48.0,16.0
2022-07-15,Southwest Airlines Co.,STL,BOS,1415,1750,1047.0,20.0,1.0,1.0,7.0,133.0,10.0
2022-01-24,United Air Lines Inc.,ORD,SEA,1347,1634,1721.0,10.0,0.0,0.0,23.0,241.0,0.0
2022-07-18,Capital Cargo International,MHT,PHL,1314,1445,289.0,0.0,0.0,-1.0,15.0,84.0,9.0
2022-06-30,Republic Airlines,EWR,BGR,1646,1820,393.0,0.0,0.0,-1.0,18.0,63.0,0.0
2022-06-21,Spirit Air Lines,DTW,MSP,1638,1728,528.0,0.0,0.0,-1.0,10.0,80.0,0.0
2022-03-13,Delta Air Lines Inc.,MYR,DTW,1149,1347,636.0,7.0,0.0,0.0,8.0,105.0,10.0
2022-02-07,American Airlines Inc.,LAS,CLT,600,1306,1916.0,0.0,0.0,-1.0,"18#,.0",224.0,3.0
2022-04-05,Delta Air Lines Inc.,ATL,DCA,2045,2224,547.0,"8.,,0",0.0,0.0,15.0,75.0,5.0
2022-05-30,Southwest Airlines Co.,SAN,LAS,1240,1400,258.0,"0.,0",0.0,-1.0,13.0,46.0,0.0
2022-06-05,Comair Inc.,DCA,PWM,1146,1320,482.0,37.0,1.0,2.0,28.0,72.0,52.0
2022-03-14,Southwest Airlines Co.,BNA,ATL,1805,2010,214.0,1.0,0.0,0.0,14.0,39.0,0.0
2022-04-07,Hawaiian Airlines Inc.,OGG,HNL,1323,1405,100.0,31.0,1.0,2.0,9.0,27.0,31.0
2022-01-01,Comair Inc.,PHL,PWM,1054,1217,364.0,0.0,0.0,-1.0,17.0,60.0,0.0
2022-01-21,Endeavor Air Inc.,LGA,TYS,1730,1955,"6,#48.0",7.0,0.0,0.0,30.0,121.0,17.0
2022-04-17,Comair Inc.,CHA,DCA,700,845,523.0,0.0,0.0,-1.0,14.0,72.0,3.0
2022-05-12,JetBlue Airways,MIA,JFK,1051,1343,1089.0,2.0,0.0,0.0,22.0,159.0,26.0
2022-03-03,American Airlines Inc.,CLT,BOS,1833,2049,728.0,0.0,0.0,-1.0,16.0,98.0,0.0
2022-02-22,Southwest Airlines Co.,ONT,SMF,1840,2005,390.0,63.0,1.0,4.0,6.0,59.0,48.0
2022-01-07,Delta Air Lines Inc.,SRQ,DTW,1400,1646,1022.0,41.0,1.0,2.0,15.0,147.0,43.0
2022-06-23,Envoy Air,ORD,AVP,1712,2006,632.0,0.0,0.0,-1.0,27.0,84.0,0.0
2022-02-20,American Airlines Inc.,DFW,RDU,1447,1821,1061.0,0.0,0.0,-1.0,14.0,123.0,0.0
2022-07-17,Delta Air Lines Inc.,SAT,ATL,646,1007,874.0,3.0,0.0,0.0,13.0,124.0,7.0
2022-05-18,Alaska Airlines Inc.,ANC,OTZ,915,1045,548.0,0.0,0.0,-1.0,12.0,77.0,0.0
2022-04-18,United Air Lines Inc.,SEA,DEN,500,842,1024.0,0.0,0.0,-1.0,14.0,120.0,0.0
2022-02-09,Southwest Airlines Co.,TUS,LAX,1920,2005,451.0,2.0,0.0,0.0,9.0,68.0,0.0
2022-04-06,American Airlines Inc.,PHX,MEM,1554,2058,1264.0,0.0,0.0,-1.0,11.0,149.0,0.0
2022-06-21,United Air Lines Inc.,EWR,SEA,1859,2215,2402.0,11.0,0.0,0.0,19.0,326.0,0.0
2022-05-12,American Airlines Inc.,RDU,CLT,1251,1354,130.0,24.0,1.0,1.0,20.0,42.0,27.0
2022-05-20,Hawaiian Airlines Inc.,OGG,HNL,905,945,100.0,0.0,0.0,0.0,7.0,27.0,1.0
2022-02-23,"GoJet Airlines, LLC d/b/a United Express",EWR,RIC,1955,2126,277.0,"0.,0",0.0,-1.0,26.0,54.0,0.0
2022-02-18,Delta Air Lines Inc.,ATL,ALB,1534,1745,853.0,49.0,1.0,3.0,11.0,101.0,33.0
2022-02-20,SkyWest Airlines Inc.,ORD,MKG,755,957,119.0,0.0,0.0,-1.0,12.0,26.0,0.0
2022-01-02,SkyWest Airlines Inc.,PHX,EGE,1310,1509,513.0,73.0,1.0,4.0,19.0,119.0,112.0
2022-04-03,Endeavor Air Inc.,AGS,ATL,1022,1125,143.0,0.0,0.0,-1.0,19.0,33.0,0.0
2022-07-31,United Air Lines Inc.,IAH,STT,946,1535,2070.0,0.0,0.0,-1.0,20.0,263.0,0.0
2022-05-12,Endeavor Air Inc.,EWR,BOS,840,1004,200.0,0.0,0.0,-1.0,15.#0,41.0,0.0
2022-05-29,Spirit Air Lines,CRW,MCO,1626,1825,686.0,4.0,0.0,0.0,10.0,97.0,32.0
2022-06-24,Capital Cargo International,ROA,CLT,1802,1916,155.0,0.0,0.0,-1.0,1||8.0,38.0,0.0
2022-02-07,Delta Air Lines Inc.,ATL,PHX,2120,2338,1587.0,9.0,0.0,0.0,14.0,215.0,13.0
2022-03-23,Southwest Airlines Co.,LAS,SBA,1515,1630,"2,|89.0",36.0,1.0,2.0,12.|0,48.0,22.0
2022-06-20,Endeavor Air Inc.,ATL,MGM,2150,2148,147.0,0.0,0.0,-1.0,16.0,36.0,0.0
2022-03-19,Comair Inc.,CLT,MKE,759,910,651.0,0.0,0.0,-1.0,35.0,96.0,0.0
2022-06-20,SkyWest Airlines Inc.,SFO,LAX,1705,1837,337.0,0.0,0.0,-1.0,"20.|,0",57.0,14.0
2022-06-27,SkyWest Airlines Inc.,FCA,SFO,1610,1750,844.0,1.0,0.0,0.0,16.0,136.0,0.0
2022-02-05,Delta Air Lines Inc.,MCI,SLC,820,1025,920.0,0.0,0.0,-1.0,14.0,144.0,0.0
2022-05-12,Republic Airlines,ATL,LEX,905,1017,304.0,62.0,1.0,4.0,13.0,50.0,56.0
2022-03-21,Allegiant Air,CVG,FLL,800,1028,932||.0,0.0,0.0,-1.0,12.0,119.0,23.0
2022-05-30,Comair Inc.,PHL,PIT,1045,1214,268.0,0.0,0.0,-1.0,17.0,43.0,0.0
2022-04-03,Southwest Airlines Co.,PDX,MDW,1200,1800,"17,51.0",79.0,1.0,5.0,8.0,199.0,51.0
2022-04-30,Hawaiian Airlines Inc.,OGG,HNL,1403,1445,100.0,12.0,0.0,0.0,7.0,23.0,9.0
2022-01-31,Frontier Airlines Inc.,CLE,PHX,1837,2125,"173,7.0",0.0,0.0,-1.0,15.0,244.0,0.0
2022-02-20,United Air Lines Inc.,ORD,MSN,2005,2106,109.0,0.0,0.0,-1.0,15.0,24.0,0.0
2022-04-08,Southwest Airlines Co.,MEM,DAL,1620,1755,423.0,68.0,1.0,4.0,"11.,|0",66.0,54.0
2022-01-10,SkyWest Airlines Inc.,DEN,DSM,1330,1621,589.0,4.0,0.0,0.0,24.0,76.0,3.0
2022-06-05,American Airlines Inc.,MIA,BOS,1222,1602,1258.0,2.0,0.0,0.0,16.0,162.0,0.0
2022-03-02,American Airlines Inc.,LAS,DFW,1300,1739,"1055,|.0",0.0,0.0,0.0,22.0,130.0,0.0
2022-06-04,Southwest Airlines Co.,BWI,LAS,615,835,2106.0,63.0,1.0,4.0,12.0,278.0,38.0
2022-05-15,Republic Airlines,LGA,DCA,805,927,214.0,0.0,0.0,-1.0,15.0,49.0,0.0
2022-03-08,Delta Air Lines Inc.,FLL,ATL,1157,1352,581.0,0.0,0.0,-1.0,15.0,78.0,0.0
2022-02-13,Alaska Airlines Inc.,LAS,SFO,1050,1229,"41,#4.0",27.0,1.0,1.0,19.0,65.0,14.0
2022-05-10,American Airlines Inc.,MCI,PHX,1438,1535,1044.0,0.0,0.0,-1.0,10.0,148.0,0.0
2022-05-26,United Air Lines Inc.,IAH,DEN,1155,1330,862.0,24.0,1.0,1.0,17.0,117.0,12.0
2022-04-13,United Air Lines Inc.,ORD,MSY,2019,2248,"83#,6.0",0.0,0.0,-1.0,23.0,166.0,125.0
2022-04-08,Republic Airlines,EYW,EWR,851,1203,1196.0,0.0,0.0,-2.0,15.0,147.0,0.0
2022-05-04,Horizon Air,SEA,EUG,1535,1640,234.0,"0,.0",0.0,-1.0,10.0,50.0,0.0
2022-07-18,Allegiant Air,MSP,PGD,1050,1503,1386.0,3.0,0.0,0.0,17.0,171.0,3.0
2022-07-04,American Airlines Inc.,SAN,ORD,615,1231,1723.0,0.0,0.0,-1.0,26.0,214.0,0.0
2022-04-04,American Airlines Inc.,PIT,CLT,2009,2138,366#|.0,1.0,0.0,0.0,11.0,61.0,0.0
2022-03-12,Southwest Airlines Co.,SJC,SEA,2040,2250,696.0,7#|6.0,1.0,5.0,8.0,101.0,60.0
2022-03-09,United Air Lines Inc.,IAH,BOS,1641,2126,1597.0,0.0,0.0,-1.0,15.0,177.0,0.0
2022-01-31,Southwest Airlines Co.,BWI,GSP,1520,1655,426.0,4.0,0.0,0.0,10.0,68.0,0.0
2022-07-27,American Airlines Inc.,ORD,PHL,1455,1750,678.0,4.0,0.0,0.0,65.0,114.0,74.0
2022-07-09,Alaska Airlines Inc.,SEA,LAS,1525,1757,867.0,0.0,0.0,-1.0,20.0,123.0,0.0
2022-02-16,Endeavor Air Inc.,EWR,DTW,1950,2201,488.0,0.0,0.0,-1.0,20.0,87.0,0.0
2022-02-01,American Airlines Inc.,SEA,PHL,2325,720,23#78.0,"0.|,0",0.0,-2.0,17.0,265.0,0.0
2022-04-20,Southwest Airlines Co.,FLL,IND,1650,1935,1005.0,0.0,0.0,0.0,13.0,138.0,0.0
2022-03-03,Southwest Airlines Co.,ABQ,DEN,1110,1235,349.0,0.0,0.0,-1.0,11.0,52.0,0.0
2022-05-02,Delta Air Lines Inc.,DTW,LAS,2322,49,1749.0,0.0,0.0,-1.0,12.0,241.0,0.0
2022-05-12,United Air Lines Inc.,LGA,DEN,1406,1640,1620.0,0.0,0.0,-1.0,20.#0,215.0,0.0
2022-06-18,Alaska Airlines Inc.,ANC,SEA,340,813,1448.0,0.0,0.0,-1.0,16.0,180.0,0.0
2022-07-08,Hawaiian Airlines Inc.,ITO,HNL,1840,1934,216.0,0.0,0.0,-1.0,8.0,36.0,0.0
2022-01-06,SkyWest Airlines Inc.,EUG,LAX,1615,1829,748.0,31.0,1.0,2.0,20.0,103.0,37.0
2022-06-05,Delta Air Lines Inc.,GEG,SLC,1320,1603,546.0,0.0,0.0,-1.0,10.0,76.0,0.0
2022-01-01,SkyWest Airlines Inc.,RDD,SFO,1056,1208,199.0,0.0,0.0,-1.0,11.0,42.0,0.0
2022-04-15,Southwest Airlines Co.,SRQ,ATL,610,750,444.0,1.0,0.0,0.0,11.0,72.0,0.0
2022-06-22,Comair Inc.,GRR,DCA,1417,1559,524.0,0.0,0.0,-1.0,12.0,80.0,0.0
2022-07-25,Horizon Air,EAT,SEA,550,635,99.0,95.0,1.0,6.0,7.0,30.0,94.0
2022-04-06,Southwest Airlines Co.,HOU,PHX,600,650,1020.0,0.0,0.0,-1.0,15.0,143.0,13.0
2022-05-13,Southwest Airlines Co.,SAN,SJC,1045,1210,417.0,0.0,0.0,-1.0,12.0,60.0,0.0
2022-07-21,American Airlines Inc.,SYR,DFW,700,931,1336.0,0.0,0.0,-1.0,10|#.0,187.0,0.0
2022-07-03,Delta Air Lines Inc.,ATL,GSP,1845,1943,153.0,0.0,0.0,-1.0,13.0,30.0,0.0
2022-03-13,Southwest Airlines Co.,HOU,DCA,705,1055,1218.0,2.0,0.0,0.0,7.0,146.0,0.0
2022-06-26,Envoy Air,DFW,CAE,1015,1343,922.0,0.0,0.0,-1.0,18.0,124.0,0.0
2022-06-01,Alaska Airlines Inc.,SEA,SNA,1210,1455,9|#78.0,0.0,0.0,-1.0,24.0,141.0,0.0
2022-01-20,SkyWest Airlines Inc.,IAH,SLC,1940,2212,1195.0,265.0,1.0,12.0,1||6.0,165.0,241.0
2022-01-02,SkyWest Airlines Inc.,MSP,ESC,1940,2205,304.0,0.0,0.0,0.0,42.0,44.0,6.0
2022-01-27,Air Wisconsin Airlines Corp,IAD,ITH,1108,1227,250.0,0.0,0.0,-1.0,24.0,43.0,0.0
2022-05-28,"GoJet Airlines, LLC d/b/a United Express",IAD,LGA,2200,2323,229.0,25.0,1.0,1.0,27.0,43.0,16.0
2022-05-21,Delta Air Lines Inc.,MCI,DTW,1423,1715,629.0,1.0,0.0,0.0,9.0,88.0,0.0
2022-06-30,American Airlines Inc.,DCA,PBI,1545,1815,857.0,63.0,1.0,4.0,9.0,143.0,76.0
2022-06-06,American Airlines Inc.,CLT,EYW,1830,2043,736.0,0.0,0.0,-1.0,37.0,104.0,10.0
2022-05-23,United Air Lines Inc.,SAN,SFO,1031,1215,447.0,0.0,0.0,-1.0,16.0,67.0,0.0
2022-04-03,Republic Airlines,DCA,CHS,2000,2154,444.0,0.0,0.0,-1.0,25.0,76.0,0.0
2022-05-14,American Airlines Inc.,LGA,ORD,1630,1813,733.0,0.0,0.0,-1.0,16.0,115.0,0.0
2022-02-23,Southwest Airlines Co.,OAK,SNA,1210,1340,371.0,84.0,1.0,5.0,14.0,59.0,71.0
2022-04-20,Envoy Air,FSD,ORD,735,920,463.0,0.0,0.0,-1.0,12##.0,64.0,0.0
2022-04-25,Delta Air Lines Inc.,ATL,DTW,1340,1530,594.0,8.0,0.0,0.0,12.0,87.0,3.0
2022-07-20,American Airlines Inc.,ORD,SFO,1320,1549,1##846.0,24.|#0,1.0,1.0,25.0,233.0,19.0
2022-06-01,Republic Airlines,DCA,ATL,2201,2359,547.0,0.0,0.0,-1.0,9.0,77.0,0.0
2022-03-18,Capital Cargo International,ROA,CLT,704,821,155.0,3.0,0.0,0.0,20.0,35.0,0.0
2022-07-20,Southwest Airlines Co.,TPA,DAL,2110,2235,917.0,5.||0,0.0,0.0,7.0,123.0,2.0
2022-03-26,United Air Lines Inc.,DEN,DFW,1333,1628,641.0,52.0,1.0,3.0,12.0,83.0,44.0
2022-04-29,Endeavor Air Inc.,IND,JFK,1753,2008,665.0,5.0,0.0,0.0,15.0,92.0,0.0
2022-05-22,Delta Air Lines Inc.,SFO,JFK,1600,42,2586.0,0.0,0.0,-1.0,14##.0,270.0,0.0
2022-03-14,Spirit Air Lines,MCO,MSP,1355,1627,1310.0,0.0,0.0,0.0,14.0,181.0,0.0
2022-01-09,Endeavor Air Inc.,ATL,MLU,1933,2015,448.0,1.0,0.0,0.0,16.0,77.0,0.0
2022-02-07,Envoy Air,MIA,PIT,1533,1822,"101|,3.0",0#.0,0.0,-1.0,15.0,139.0,0.0
2022-02-22,Southwest Airlines Co.,PVD,MCO,610,925,1072.0,1.0,0.0,0.0,13.0,147.0,0.0
2022-07-08,Southwest Airlines Co.,AUS,SAN,1705,1755,1164.0,18.0,1.0,1.0,10.0,145.0,5.0
2022-03-16,Delta Air Lines Inc.,BDL,DTW,946,1144,549.0,0.0,0.0,-1.0,10.0,98.0,0.0
2022-05-04,Allegiant Air,AZA,FSD,817,1251,1072.0,4.0,0.0,0.0,15.0,133.0,2.0
2022-02-18,JetBlue Airways,JFK,MCO,1115,1421,944.0,10.0,0.0,0.0,34.0,154.0,22.0
2022-05-15,Southwest Airlines Co.,SJC,BUR,1830,1935,296.0,0.0,0.0,-1.0,9.0,46.0,1.0
2022-02-02,Republic Airlines,LGA,RDU,1125,1314,431.0,0.0,0.0,-1.0,24.0,73.0,0.0
2022-05-01,JetBlue Airways,RDU,BOS,1745,1945,612.0,28.0,1.0,1.0,25.0,88.0,27.0
2022-05-18,JetBlue Airways,ATL,BOS,1711,1956,946.0,0.0,0.0,-1.0,11.0,123.0,0.0
2022-07-18,Delta Air Lines Inc.,ATL,LAX,1410,1550,1947.0,10.0,0.0,0.0,15.0,234.0,0.0
2022-03-20,Allegiant Air,FLL,CVG,2033,2308,932.0,21.0,1.0,1.0,15.#0,136.0,24.0
2022-02-01,Republic Airlines,LGA,IND,759,1033,660.0,8.0,0.0,0.0,29.0,104.0,0.0
2022-07-30,Comair Inc.,CLT,MEM,800,851,511.0,0.0,0.0,-1.0,19.0,74.0,0.0
2022-03-09,Southwest Airlines Co.,SLC,SNA,905,1010,588.0,0.0,0.0,-1.0,23.0,84.0,0.0
2022-07-16,American Airlines Inc.,ELP,DFW,1634,1923,551.0,71.0,1.0,4.0,11.0,78.0,62.0
2022-03-09,SkyWest Airlines Inc.,IAH,MSP,1920,2215,1034.0,0.0,0.0,-1.0,11.0,129.0,0.0
2022-07-30,United Air Lines Inc.,SFO,LAS,1105,1244,414.0,0.0,0.0,-1.0,16.0,71.0,0.0
2022-05-12,Delta Air Lines Inc.,BHM,ATL,530,728,134.0,0.0,0.0,-1.0,16.0,35.0,0.0
2022-03-14,United Air Lines Inc.,SFO,EWR,2235,658,2565.0,0.0,0.0,-1.0,19.0,293.0,0.0
2022-02-14,JetBlue Airways,EWR,SFO,1600,1952,2565.0,3.0,0.0,0.0,15.0,363.0,0.0
2022-05-01,Southwest Airlines Co.,BUF,DEN,1210,1345,1359.0,1.0,0.0,0.0,10.0,187.0,0.0
2022-03-17,Southwest Airlines Co.,PHX,BNA,1730,2235,1449.0,18.0,1.0,1.0,6.0,171.0,16.0
2022-06-05,United Air Lines Inc.,DEN,RDU,1742,2306,1436.0,0.0,0.0,-1.0,16.0,183.0,1.0
2022-04-19,SkyWest Airlines Inc.,MSP,ABR,1115,1227,257.0,0.0,0.0,-1.0,13|.0,52.0,0.0
2022-03-06,SkyWest Airlines Inc.,BZN,LAX,1326,1522,902.0,0.0,0.0,-1.0,21.0,130.0,0.0
2022-05-31,Horizon Air,PDX,BOI,700,919,344.#0,0.0,0.0,-1.0,8.0,72.0,0.0
2022-05-14,Mesa Airlines Inc.,VPS,DFW,1730,1955,641.0,9.0,0.0,0.0,14.0,100.0,6.0
2022-03-20,Southwest Airlines Co.,GEG,DEN,540,855,836.0,42.0,1.0,2.0,7.0,103.0,22.0
2022-03-01,United Air Lines Inc.,EGE,EWR,1315,1915,1725.0,0.0,0.0,-1.0,10.0,204.0,0.0
2022-04-04,Republic Airlines,ORD,PIT,1847,2122,413.0,0.0,0.0,-1.0,20|.0,58.0,0.0
2022-03-28,SkyWest Airlines Inc.,LAX,DEN,1410,1732,862.0,1.0,0.0,0.0,24.0,104.0,24.0
2022-06-03,American Airlines Inc.,MIA,ATL,830,1025,594.0,0.0,0.0,-1.0,11.0,85.0,0.0
2022-07-28,SkyWest Airlines Inc.,ORD,MKG,1620,1824,119.0,0.|0,0.0,-1.0,12.0,31.0,0.0
2022-01-21,SkyWest Airlines Inc.,MSP,FAR,855,1014,223.0,3.0,0.0,0.0,16.0,48.0,0.0
2022-06-02,Alaska Airlines Inc.,MCO,SAN,1605,1815,2149.0,0.0,0.0,-1.0,19.0,282.0,0.0
2022-05-18,Southwest Airlines Co.,BOS,MDW,1250,1425,"86,1.0",0.0,0.0,-1.0,17.0,135.0,15.0
2022-04-11,Delta Air Lines Inc.,DTW,ATL,700,905,594.0,0.0,0.0,-1.0,19.0,88.0,0.0
2022-03-10,Spirit Air Lines,MSY,BOS,920,1330,"1368#,.0",0.0,0.0,-1.0,9.0,152.0,0.0
2022-05-09,SkyWest Airlines Inc.,TRI,DFW,1725,1910,868.0,0.0,0.0,-1.0,8.0,117.0,0.0
2022-06-27,SkyWest Airlines Inc.,MSP,IAD,1940,2306,908.0,104.0,1.0,6.0,"1,,4.0",110.0,86.0
2022-03-25,Horizon Air,BOI,GEG,1425,1437,287.0,0.0,0.0,-1.0,8.0,59.0,0.0
2022-04-11,Southwest Airlines Co.,MDW,SLC,820,1045,1259.0,1.0,0.0,0.0,8.0,192.0,2.0
2022-06-23,American Airlines Inc.,DFW,DEN,2105,2205,641.0,103.0,1.0,6.0,18.0,89.0,97.0
2022-03-04,American Airlines Inc.,DFW,PBI,1449,1827,1102.0,55.0,1.0,3.0,13.0,134.0,50.0
2022-02-02,Spirit Air Lines,MIA,LGA,1942,2240,1096.0,5.0,0.0,0.0,64.0,154.0,48.0
2022-07-29,SkyWest Airlines Inc.,LAX,BOI,2025,2325,674.0,0.|0,0.0,-1.0,13.0,94.0,0.0
2022-06-28,SkyWest Airlines Inc.,BUR,SLC,1655,1948,5#|74.0,0.0,0.0,-1.0,21.0,87.0,0.0
2022-04-03,Mesa Airlines Inc.,PSP,PHX,1954,2105,261.0,0.0,0.0,-1.0,12.0,49.0,0.0
2022-04-12,SkyWest Airlines Inc.,ROW,DFW,650,923,435.0,0.0,0.0,-1.0,12.0,69.0,0.0
2022-03-12,Air Wisconsin Airlines Corp,ORD,ECP,1045,1305,809.0,0.0,0.0,-1.0,22.0,111.0,0.0
2022-07-13,United Air Lines Inc.,ORD,SFO,1410,1653,1846.0,0.0,0.0,-1.0,31.0,237.0,0.0
2022-02-22,Capital Cargo International,PHL,BTV,1355,1522,"335.,0",0.0,0.0,-1.0,22.0,59.0,0.0
2022-05-22,Alaska Airlines Inc.,BOS,SEA,1630,1945,2496.0,0.0,0.0,-1.0,"34.,0",339.0,0.0
2022-07-11,Southwest Airlines Co.,LAS,ONT,2220,2320,197.0,7.0,0.0,0.0,13.0,35.0,0.0
2022-01-30,Delta Air Lines Inc.,EWR,DTW,952,1212,"488,,.0",0.0,0.0,-1.0,13.0,77.0,0.0
2022-06-21,Delta Air Lines Inc.,ATL,RSW,1253,1431,515.0,0.0,0.0,-1.0,22.0,76.0,4.0
2022-01-25,United Air Lines Inc.,IAH,BOS,937,1422,1597.0,4.0,0.0,0.0,14.0,177.0,0.0
2022-03-04,SkyWest Airlines Inc.,SEA,GEG,1159,1311,224.0,0.0,0.0,0.0,33.0,38.0,7.0
2022-07-08,United Air Lines Inc.,LAX,ORD,1025,1635,1744.0,0.0,0.0,-1.0,17.0,208.0,0.0
2022-05-16,Delta Air Lines Inc.,JAN,ATL,730,951,341.0,0.0,0.0,-1.0,10.0,51.0,0.0
2022-01-31,United Air Lines Inc.,IAH,SLC,955,1219,1195.0,0.0,0.0,-1.0,16.0,169.0,0.0
2022-05-13,Southwest Airlines Co.,MDW,IAD,945,1225,577.0,0.0,0.0,0.0,7.0,87.0,0.0
2022-06-02,Southwest Airlines Co.,HNL,OAK,1105,1915,2409.0,0.0,0.0,-1.0,2#2.0,282.0,0.0
2022-06-10,Frontier Airlines Inc.,OMA,DEN,1226,1308,472.0,0.0,0.0,-1.0,9.0,73.0,0.0
2022-03-01,SkyWest Airlines Inc.,SEA,EUG,1004,1121,234.0,0.0,0.0,-1.0,"18.,0",51.0,0.0
2022-04-05,Southwest Airlines Co.,MSY,HOU,855,1010,302.0,45.0,1.0,3.0,59.0,60.0,93.0
2022-05-12,United Air Lines Inc.,SEA,DEN,815,1201,1024.0,8.0,0.0,0.0,33.0,134.0,17.0
2022-05-29,SkyWest Airlines Inc.,DEN,PUB,1205,1300,109.0,0.0,0.0,-1.0,19.0,24.0,0.0
2022-07-22,United Air Lines Inc.,DEN,BNA,955,1327,1014.0,0.0,0.0,-1.0,14#.0,122.0,0.0
2022-04-24,Frontier Airlines Inc.,LAS,DSM,1108,1559,1216.0,0.0,0.0,-1.0,15.0,138.0,0.0
2022-07-02,Delta Air Lines Inc.,SEA,ATL,1327,2118,2182.0,4.0,0.0,0.0,19.0,246.0,0.0
2022-02-21,Envoy Air,LRD,DFW,1851,2024,396.0,68.0,1.0,4.0,9.0,63.0,67.0
2022-06-26,Spirit Air Lines,ATL,LAS,550,705,1747.0,"1,84.0",1.0,12.0,21.0,213.0,173.0
2022-04-18,Southwest Airlines Co.,SJC,LAS,1250,1415,386.0,"56,#.0",1.0,3.0,18.0,60.0,55.0
2022-03-10,Envoy Air,RDU,ORD,1300,1423,646.0,0.0,0.0,-1.0,13.0,114.0,0.0
2022-07-06,Southwest Airlines Co.,MSY,PHX,1625,1740,"1,#300.0",17.0,1.0,1.0,10.0,160.0,0.0
2022-02-18,Envoy Air,DFW,ABI,1435,1530,158.0,13.0,0.0,0.0,18.0,31.0,10.0
2022-06-09,Comair Inc.,AVL,CLT,713,822,91.0,0.0,0.0,-1.0,18.0,24.0,0.0
2022-05-27,United Air Lines Inc.,SEA,EWR,2245,700,2402.0,0.0,0.0,-1.0,"17,.0",289.0,0.0
2022-07-21,JetBlue Airways,BOS,SJU,700,1059,167|4.0,0.0,0.0,-1.0,18.0,212.0,0.0
2022-05-12,Delta Air Lines Inc.,ATL,LEX,2100,2213,304.0,0.0,0.0,-1.0,11.#0,49.0,0.0
2022-04-21,American Airlines Inc.,MIA,STT,1345,1631,1107.0,32.0,1.0,2.0,18.0,129.0,17.0
2022-03-19,Endeavor Air Inc.,ATL,TRI,810,916,227.0,0.0,0.0,-1.0,12.0,36.0,0.0
