FlightDate,Airline,Origin,Dest,CRSDepTime,CRSArrTime,Distance,DepDelayMinutes,DepDel15,DepartureDelayGroups,TaxiOut,AirTime,ArrDelayMinutes
2022-02-23,United Air Lines Inc.,EWR,SEA,705,1014,2402.0,0.0,0.0,-1.0,22.0,333.0,0.0
2022-07-13,SkyWest Airlines Inc.,IDA,DFW,1345,1738,1095.0,7.0,0.0,0.0,38.|0,132.0,21.0
2022-04-19,Delta Air Lines Inc.,SEA,SAN,1925,2209,1050.0,2.0,0.0,0.0,9999.0,134.0,12.0
2022-05-05,American Airlines Inc.,CLT,BDL,1102,1258,644.0,9.0,0.0,0.0,18.0,86.0,5.0
2022-02-16,Alaska Airlines Inc.,SEA,TPA,755,1610,2520.0,0.0,0.0,-1.0,18.0,281.0,0.0
2022-01-18,SkyWest Airlines Inc.,SFO,BUR,2030,2148,326.|0,0.0,0.0,-1.0,14.0,50.0,0.0
2022-03-11,Southwest Airlines Co.,SJC,SAN,1755,1910,417.0,77.0,1.0,5.0,13.0,62.0,79.0
2022-05-24,SkyWest Airlines Inc.,PHX,GJT,1518,1741,438.0,0.0,0.0,-1.0,24.0,71.0,10.0
2022-02-26,Spirit Air Lines,BWI,MCO,2035,2300,787.0,193.0,1.0,12.0,10.0,111.0,178.0
2022-05-18,Endeavor Air Inc.,IND,LGA,1435,1639,660.0,0#.0,0.0,-1.0,11.0,88.0,0.0
2022-03-19,Spirit Air Lines,MCO,PNS,1700,1720,381.0,15.0,1.0,1.0,73.0,67.0,79.0
2022-03-14,Republic Airlines,ATL,PHL,620,820,666.0,0.0,0.0,-1.0,14.0,98.0,0.0
2022-03-10,Delta Air Lines Inc.,ATL,SDF,1930,2047,321.0,0.0,0.0,-1.0,17.0,54.0,0.0
2022-05-30,Southwest Airlines Co.,PDX,PHX,815,1055,1009.0,1#.0,0.0,0.0,9.0,126.0,0.0
2022-03-24,Spirit Air Lines,SJU,BOS,1320,1737,1674.0,0.0,0.0,-1.0,16.0,237.0,0.0
2022-06-18,SkyWest Airlines Inc.,ONT,PDX,2015,2229,838.0,133.0,1.0,8.0,"1#,0.0",125.0,138.0
2022-03-27,Delta Air Lines Inc.,ATL,SAT,2308,47,874.0,24.0,1.0,1.0,11.0,122.0,2.0
2022-05-16,Republic Airlines,MCI,LGA,600,957,1107.0,63.0,1.0,4.0,13.##0,143.0,49.0
2022-05-08,Delta Air Lines Inc.,RSW,ATL,1520,1705,515.0,0.0,0.0,-1.0,24.0,81.0,9.0
2022-03-29,Delta Air Lines Inc.,SJU,JFK,730,1133,1598.0,0.0,0.0,-1.0,11.##0,206.0,0.0
2022-06-11,SkyWest Airlines Inc.,DEN,EGE,1336,1432,120.0,0.0,0.0,-1.0,"99,99.0",26.0,0.0
2022-06-23,"GoJet Airlines, LLC d/b/a United Express",DCA,EWR,1900,2033,199.0,0.0,0.0,-1.0,49.0,48.0,2.0
2022-03-12,SkyWest Airlines Inc.,SEA,SMF,744,943,605.0,0.0,0.0,-1.0,18.0,87.0,0.0
2022-07-18,American Airlines Inc.,MCI,DFW,730,913,460.0,12.0,0.0,0.0,20.0,65.0,3.0
2022-02-11,United Air Lines Inc.,DFW,ORD,1424,1648,801.0,0.0,0.0,-1.0,20.0,112.0,0.0
2022-06-22,Delta Air Lines Inc.,ATL,MOB,2335,2345,302.0,88.0,1.0,5.0,11.0,44.0,75.0
2022-01-12,Spirit Air Lines,IAH,EWR,1428,1843,1400.0,0.0,0.0,-1.0,"11.,#0",168.0,0.0
2022-07-01,Alaska Airlines Inc.,JNU,SEA,1848,2213,909.0,0.0,0.0,-1.0,13.0,127.0,22.0
2022-07-09,Delta Air Lines Inc.,ORF,ATL,659,844,516.0,0.0,0.0,-1.0,13.0,81.0,0.0
2022-03-26,United Air Lines Inc.,DEN,BWI,952,1510,1491.0,0.#|0,0.0,-1.0,16.0,172.0,0.0
2022-07-25,Delta Air Lines Inc.,MSP,DCA,1842,2200,931.0,12.0,0.0,0.0,9.0,110.0,9.0
2022-01-09,Southwest Airlines Co.,MCO,FLL,910,1020,177.0,0.0,0.0,-1.0,12.0,41.0,0.0
2022-07-08,Delta Air Lines Inc.,LAX,SLC,545,847,590.0,0.0,0.0,-1.0,49.0,84.0,7.0
2022-03-13,Delta Air Lines Inc.,JFK,LAX,1215,1530,2475.0,0.|0,0.0,-1.0,15.0,343.0,0.0
2022-05-30,Delta Air Lines Inc.,ATL,GNV,1640,1755,300.0,"0,|.0",0.0,-1.0,12.0,48.0,0.0
2022-01-12,American Airlines Inc.,PHL,CLT,600,757,449.0,0.0,0.0,-1.0,14.|0,71.0,0.0
2022-03-25,Capital Cargo International,PWM,PHL,1237,1416,364.0,0.0,0.0,-1.0,12.0,78.0,0.0
2022-07-03,SkyWest Airlines Inc.,SLC,COS,1835,2010,411.0,0.0,0.0,-1.0,11.0,66.0,0.0
2022-07-14,Allegiant Air,HOU,PVU,1119,1319,1181.0,34.0,1.0,2.0,11.0,156.0,31.0
2022-07-23,Southwest Airlines Co.,KOA,HNL,1030,1115,163.0,0.||0,0.0,0.0,12.0,34.0,5.0
2022-03-05,Mesa Airlines Inc.,PHX,SBA,1837,1914,455.0,0##.0,0.0,-1.0,14.0,76.0,0.0
2022-04-01,Delta Air Lines Inc.,BOS,CVG,1940,2214,752.0,0.0,0.0,-1.0,17.0,110.0,0.0
2022-01-02,JetBlue Airways,SJU,BOS,1215,1532,1674.0,0.0,0.0,-1.0,13.0,237.0,0.0
2022-04-12,Southwest Airlines Co.,SNA,LAS,930,1035,226.0,10.0,0.0,0.0,"999,,9.0",37.0,5.0
2022-06-02,Envoy Air,DFW,SGF,933,1050,364.0,0.0,0.0,-1.0,18.0,51.0,0.0
2022-02-24,Air Wisconsin Airlines Corp,DAY,ORD,600,631,240.0,0.0,0.0,-1.0,33.0,55.0,0.0
2022-04-22,Southwest Airlines Co.,ABQ,MDW,1455,1840,1121.0,8.0,0.0,0.0,12.0,130.0,0.0
2022-07-04,United Air Lines Inc.,BOS,EWR,1900,2029,200.0,0.0,0.0,-1.0,13.0,41.0,0.0
2022-06-05,Delta Air Lines Inc.,ATL,DFW,855,1013,"7,|31.0",0.0,0.0,0.0,11.0,107.0,0.0
2022-02-14,American Airlines Inc.,DFW,MIA,1636,2017,1121.0,4.0,0.0,0.0,17.0,132.0,21.0
2022-02-15,American Airlines Inc.,PHX,SAT,1020,1322,843.0,0.0,0.0,0.0,15.##0,93.0,0.0
2022-06-22,American Airlines Inc.,BWI,ORD,1718,1840,621.0,25.0,1.0,1.0,112.0,89.0,115.0
2022-01-09,American Airlines Inc.,PVD,CLT,1922,2144,683.0,0.0,0.0,-1.0,9.0,125.0,0.0
2022-05-15,JetBlue Airways,SJU,EWR,110,515,1608.0,8.0,0.0,0.0,12.0,203.0,0.0
2022-04-10,Southwest Airlines Co.,HOU,MAF,700,835,441.0,0.0,0.0,-1.0,10.0,67.0,0.0
2022-04-05,Comair Inc.,JAX,DCA,1924,2119,634.0,0.0,0.0,-1.0,46.0,96.0,38.0
2022-03-18,Southwest Airlines Co.,AUS,OKC,1235,1400,358.0,27.0,1.0,1.0,11.0,52.0,9.0
2022-04-16,Delta Air Lines Inc.,SEA,LAS,1920,2146,867.0,"0,.0",0.0,-1.0,14.0,112.0,0.0
2022-03-11,Frontier Airlines Inc.,TPA,TTN,625,900,955.0,0.0,0.0,-1.0,15.0,125.0,0.0
2022-07-06,United Air Lines Inc.,TPA,IAD,900,1114,811.#|0,6.0,0.0,0.0,12.0,103.0,0.0
2022-01-30,Frontier Airlines Inc.,MCO,TTN,1011,1243,896.0,8.0,0.0,0.0,19.0,124.0,7.0
2022-03-29,Delta Air Lines Inc.,MSP,LAX,947,1155,1535.0,0.0,0.0,-1.0,11.0,198.0,0.0
2022-02-18,Envoy Air,DFW,SGF,2227,2347,364.0,0.0,0.0,-1.0,"12.|,0",58.0,0.0
2022-03-14,Mesa Airlines Inc.,OMA,PHX,1752,1845,1037.0,0.0,0.0,-1.0,18.0,130.0,0.0
2022-06-23,United Air Lines Inc.,IAD,BOS,2217,2359,413.0,12.0,0.0,0.0,15.0,62.0,0.0
2022-05-13,Southwest Airlines Co.,STL,BNA,1145,1255,272.0,0.0,0.0,0.0,28.0,50.0,14.0
2022-06-04,Alaska Airlines Inc.,JNU,SEA,2015,2337,"909,.0",0#|.0,0.0,-1.0,17.0,119.0,0.0
2022-07-25,Alaska Airlines Inc.,LAX,OGG,928,1215,2486.0,0.0,0.0,-1.0,21.0,299.0,0.0
2022-03-26,Delta Air Lines Inc.,SEA,LAX,1217,1505,954.0,7|.0,0.0,0.0,14.0,133.0,0.0
2022-03-25,Endeavor Air Inc.,ATL,AGS,1954,2050,143.0,0.0,0.0,-1.0,13.0,30.0,0.0
2022-04-20,American Airlines Inc.,CLT,MCO,1629,1806,468.0,0.0,0.0,-1.0,"15,.0",66.0,0.0
2022-04-01,United Air Lines Inc.,EWR,IAD,1938,2103,212.0,23.0,1.0,1.0,15.0,42.0,0.0
2022-01-06,Allegiant Air,FSD,AUS,1138,1359,"925#,.0",0.0,0.0,-1.0,8.0,119.0,0.0
2022-04-04,Republic Airlines,ORD,CHS,1245,1602,760.0,0.0,0.0,-1.0,2#1.0,96.0,27.0
2022-03-04,Delta Air Lines Inc.,SEA,MSP,615,1131,1399.0,4.0,0.0,0.0,24.0,163.0,0.0
2022-04-08,United Air Lines Inc.,DFW,IAH,959,1115,224.0,0.0,0.0,-1.0,11.0,50.0,0.0
2022-02-19,Allegiant Air,GFK,AZA,1930,2145,1260.0,33.0,1.0,2.0,"1,|2.0",172.0,28.0
2022-04-09,SkyWest Airlines Inc.,SBP,DEN,1252,1629,"931#,.0",0.0,0.0,-1.0,10.0,117.0,0.0
2022-05-19,Republic Airlines,PHL,RDU,1355,1538,337.0,0.#0,0.0,-1.0,15.0,57.0,0.0
2022-03-16,Southwest Airlines Co.,LGA,MDW,620,745,725.0,0.0,0.0,-1.0,22##.0,113.0,2.0
2022-05-27,Envoy Air,DFW,BPT,2057,2218,270.0,0.0,0.0,0.0,34.0,54.0,11.0
2022-04-23,Southwest Airlines Co.,CLE,PHX,1335,1455,173##7.0,0.0,0.0,-1.0,8.0,244.0,0.0
2022-06-24,American Airlines Inc.,MSY,DFW,600,742,"4,47.0",0.0,0.0,0.0,18.0,71.0,0.0
2022-02-11,American Airlines Inc.,DFW,CLE,701,1036,1021.0,0.0,0.0,-1.0,15.0,126.0,0.0
2022-05-10,Southwest Airlines Co.,BNA,BWI,1335,1620,587.0,0.0,0.0,-1.0,1#1.0,90.0,0.0
2022-03-20,Delta Air Lines Inc.,RDU,MCO,1938,2120,5#34.0,31.0,1.0,2.0,16.0,79.0,39.0
2022-03-01,American Airlines Inc.,DFW,MEM,1052,1230,431.0,0.0,0.0,-1.0,15.0,72.0,0.0
2022-03-03,"Commutair Aka Champlain Enterprises, Inc.",IAH,MOB,2017,2149,427.0,3.0,0.0,0.0,"1,6.0",59.0,0.0
2022-01-25,Delta Air Lines Inc.,DTW,ATL,1414,1620,594.0,0.0,0.0,0.0,14.0,87.0,0.0
2022-06-30,Delta Air Lines Inc.,SLC,SEA,1521,1632,689.0,0.0,0.0,-1.0,18.0,99.0,0.0
2022-06-10,Envoy Air,DFW,EVV,1015,1210,642.0,"0,,.0",0.0,-1.0,11.0,89.0,0.0
2022-05-27,SkyWest Airlines Inc.,ORD,TUL,1502,1657,585.0,45.0,1.0,3.0,23.0,76.0,32.0
2022-04-08,Comair Inc.,CLT,CVG,1139,1318,335.0,0.0,0.0,-1.0,"3,2.0",60.0,0.0
2022-07-06,SkyWest Airlines Inc.,DTW,SYR,1510,1631,374.0,2.0,0.0,0.0,13.0,54.0,0.0
2022-03-24,Southwest Airlines Co.,TUL,STL,1730,1840,351.0,0.0,0.0,0.0,12.0,56.0,3.0
2022-01-25,Capital Cargo International,LYH,CLT,1614,1734,175.0,0.0,0.0,-1.0,17.0,44.0,0.0
2022-06-12,Republic Airlines,EWR,MKE,1959,2132,725.0,170#.0,1.0,11.0,19.0,115.0,157.0
2022-03-18,Endeavor Air Inc.,LGA,CVG,615,823,585.0,41.0,1.0,2.0,21.0,94.0,33.0
2022-07-27,SkyWest Airlines Inc.,SFO,SMF,825,920,86.0,0#.0,0.0,-1.0,25.0,23.0,0.0
2022-02-08,Delta Air Lines Inc.,TPA,JFK,1141,1417,1005.0,0.0,0.0,-1.0,10.0,116.0,0.0
2022-07-16,Republic Airlines,IND,CLT,740,926,427.0,0.0,0.0,-1.0,9999.0,64.0,0.0
2022-02-10,Southwest Airlines Co.,AUS,DEN,1655,1810,775.0,18.0,1.0,1.0,11.0,111.0,10.0
2022-05-12,United Air Lines Inc.,CLE,SFO,655,923,2161.0,0.0,0.0,-1.0,12.0,281.0,0.0
2022-01-02,American Airlines Inc.,SJU,MIA,1454,1650,1045.0,0.0,0.0,-1.0,31.0,135.0,0.0
2022-07-15,United Air Lines Inc.,IAH,LAS,958,1109,1222.0,0.0,0.0,-1.0,13.0,147.0,0.0
2022-04-19,Comair Inc.,CLT,BNA,710,739,328.0,1.0,0.0,0.0,13.0,61.0,0.0
2022-06-03,Comair Inc.,CLT,TLH,1430,1559,386.0,0.0,0.0,-1.0,17.0,60.0,0.0
2022-02-22,Envoy Air,CAE,DFW,727,930,922.0,0.0,0.0,-1.0,9.0,145.0,0.0
2022-07-04,Mesa Airlines Inc.,BHM,DFW,1854,2055,597.0,8|5.0,1.0,5.0,13.0,84.0,71.0
2022-06-25,Republic Airlines,RDU,IAD,1453,1614,224.0,0.0,0.0,-1.0,10.0,41.0,0.0
2022-02-25,SkyWest Airlines Inc.,RKS,DEN,545,708,260.0,0.0,0.0,-1.0,27.0,44.0,0.0
2022-06-25,Southwest Airlines Co.,ORF,MDW,530,630,704.0,0.0,0.0,-1.0,11.0,101.0,1.0
2022-07-21,Southwest Airlines Co.,MDW,DAL,655,910,793.0,0.0,0.0,-1.0,11.0,114.0,0.0
2022-07-14,American Airlines Inc.,JFK,FLL,645,948,10#69.0,138.0,1.0,9.0,21.0,153.0,133.0
2022-06-28,Republic Airlines,EWR,RDU,919,1108,416.0,0.0,0.0,-1.0,26||.0,73.0,0.0
2022-07-22,Alaska Airlines Inc.,BOS,SEA,2008,2328,2496.0,0.0,0.0,-1.0,35.0,348.0,0.0
2022-07-11,American Airlines Inc.,MIA,LAX,1555,1818,2342.0,0.0,0.0,-1.0,32.0,296.0,11.0
2022-06-13,Delta Air Lines Inc.,DTW,EWR,2141,2322,488.0,30.0,1.0,2.0,"1|,0.0",66.0,11.0
2022-04-07,JetBlue Airways,JFK,BNA,815,948,765.0,0.0,0.0,-1.0,27.0,120.0,0.0
2022-06-16,American Airlines Inc.,LAS,PHL,918,1710,2176.0,0.0,0.0,-1.0,17.0,252.0,0.0
2022-07-08,Capital Cargo International,PHL,DAY,827,1020,"47,7.0",0.0,0.0,-1.0,14.0,79.0,0.0
2022-07-15,Southwest Airlines Co.,SFO,LAS,1840,2010,414.0,42.0,1.0,2.0,8.0,77.0,43.0
2022-02-17,Republic Airlines,SDF,ORD,733,810,286.0,0.0,0.0,-1.0,12.0,61.0,0.0
2022-06-05,Delta Air Lines Inc.,TPA,SEA,1056,1404,2520.0,11.0,0.0,0.0,"1,#6.0",331.0,0.0
2022-04-16,Republic Airlines,IND,BOS,1559,1818,818.0,0.0,0.0,-1.0,13.0,103.0,0.0
2022-03-09,American Airlines Inc.,PHX,PSP,830,842,261.0,0.0,0.0,-1.0,12.0,49.0,0.0
2022-04-05,United Air Lines Inc.,EWR,FLL,2029,2339,1065.0,2.0,0.0,0.0,17.0,169.0,3.0
2022-06-18,Republic Airlines,BUF,DCA,1138,1259,296.0,0.0,0.0,-1.0,10.0,53.0,0.0
2022-04-23,Southwest Airlines Co.,DAL,ATL,700,1010,721.0,0.0,0.0,0.0,8.0,91.0,0.0
2022-01-28,JetBlue Airways,SJU,JFK,400,706,1598.0,0.0,0.0,-1.0,10.0,223.0,7.0
2022-03-06,SkyWest Airlines Inc.,LAX,MRY,1855,2011,266.0,150.0,1.0,10.0,12.0,51.0,145.0
2022-07-12,American Airlines Inc.,ONT,DFW,800,1259,1188.0,10.0,0.0,0.0,13.0,152.0,6.0
2022-06-07,Delta Air Lines Inc.,MDT,ATL,1222,1418,620.0,22.0,1.0,1.0,12||.0,86.0,10.0
2022-07-24,Republic Airlines,PIT,JFK,625,759,340.0,0.0,0.0,-1.0,16.0,59.0,0.0
2022-06-27,SkyWest Airlines Inc.,YUM,PHX,1841,1940,160.0,0.0,0.0,0.0,11.0,31.0,0.0
2022-05-28,SkyWest Airlines Inc.,DEN,COS,1820,1913,73.0,0.0,0.0,-1.0,38.0,15.0,0.0
2022-01-15,Southwest Airlines Co.,ITO,HNL,620,710,21|6.0,0.0,0.0,-1.0,15.0,39.0,6.0
2022-05-28,SkyWest Airlines Inc.,LEX,ORD,1901,1944,323.0,3.0,0.0,0.0,16.0,56.0,17.0
2022-07-18,Delta Air Lines Inc.,ORD,ATL,1210,1505,606.0,0.0,0.0,0.0,13.0,82.0,0.0
2022-02-17,United Air Lines Inc.,OGG,SFO,900,1554,2338.0,0.0,0.0,-1.0,9.0,276.0,0.0
2022-01-13,United Air Lines Inc.,IND,DEN,900,957,977.0,0.0,0.0,-1.0,11.0,146.0,0.0
2022-03-22,Spirit Air Lines,ORD,IAH,715,1001,925.0,57.0,1.0,3.0,22.0,179.0,97.0
2022-07-18,United Air Lines Inc.,SFO,SNA,1902,2037,372.0,0.0,0.0,-1.0,13.0,67.0,0.0
2022-06-29,Southwest Airlines Co.,MAF,DAL,2005,2125,319.0,0.0,0.0,-1.0,10.0,57.0,0.0
2022-04-13,Alaska Airlines Inc.,SEA,SNA,1815,2055,978.0,0.0,0.0,-1.0,33.0,132.0,1.0
2022-07-17,Delta Air Lines Inc.,SEA,ANC,1023,1306,1448.0,0.0,0.0,-1.0,22.0,192.0,0.0
2022-02-08,Southwest Airlines Co.,PHX,SFO,2140,2245,651.0,21.0,1.0,1.0,10.0,99.0,8.0
2022-03-18,Endeavor Air Inc.,DTW,CWA,2050,2121,363.0,0.0,0.0,-1.0,10.0,51.0,0.0
2022-07-04,American Airlines Inc.,DFW,ICT,1730,1846,328.0,78.0,1.0,5.0,12.0,51.0,69.0
2022-06-02,SkyWest Airlines Inc.,MRY,LAX,600,726,266.0,0.0,0.0,-1.0,8.0,52.0,0.0
2022-05-22,Comair Inc.,CLT,CHA,921,1055,241.0,0.0,0.0,-1.0,"2,7.0",44.0,0.0
2022-06-23,Republic Airlines,PIT,EWR,805,930,319.0,21.0,1.0,1.0,19.0,57.0,28.0
2022-05-27,United Air Lines Inc.,RDU,DEN,1606,1755,1436.0,5.0,0.0,0.0,15.0,200.0,2.0
2022-06-07,American Airlines Inc.,DFW,MCO,1425,1805,985.0,4.0,0.0,0.0,12.0,125.0,0.0
2022-02-23,JetBlue Airways,JFK,SFO,740,1130,2586.0,0.0,0.0,-1.0,25.0,381.0,0.0
2022-07-04,Comair Inc.,CLT,DAY,1514,1643,"3,70.0",0.0,0.0,-1.0,25.0,59.0,0.0
2022-02-10,Endeavor Air Inc.,EWR,CVG,947,1205,5#69.0,0.0,0.0,-1.0,26.0,110.0,0.0
2022-07-13,United Air Lines Inc.,EWR,SFO,1000,1304,2565.0,0.##0,0.0,-1.0,18.0,319.0,0.0
2022-01-19,Delta Air Lines Inc.,ROC,ATL,600,834,749|.0,0.0,0.0,-1.0,12.0,106.0,0.0
2022-06-04,Envoy Air,ORD,RST,2026,2141,268.0,0.0,0.0,-1.0,30.0,46.0,0.0
2022-03-24,American Airlines Inc.,SNA,PHX,820,940,33||8.0,0.0,0.0,-1.0,11.0,49.0,0.0
2022-01-06,Southwest Airlines Co.,DEN,SJC,1500,1640,948.0,110.|#0,1.0,7.0,13.0,128.0,96.0
2022-02-28,United Air Lines Inc.,IAH,LAS,743,913,1|222.0,0.0,0.0,-1.0,15.0,182.0,0.0
2022-03-04,American Airlines Inc.,ORD,LAS,1245,1444,1#514.0,0.0,0.0,-1.0,14.0,210.0,0.0
2022-02-22,American Airlines Inc.,PHX,DCA,1432,2036,1979.0,0.0,0.0,-1.0,9.0,200.0,0.0
2022-07-21,JetBlue Airways,MCO,BQN,1416,1706,1129.0,84.0,1.0,5.0,18.0,143.0,79.0
2022-06-28,SkyWest Airlines Inc.,SLC,FCA,1515,1659,531.0,0.0,0.0,-1.0,21.0,85.0,1.0
2022-05-09,SkyWest Airlines Inc.,ORD,HPN,820,1129,"73|,8.0",0.0,0.0,-1.0,25.0,105.0,0.0
2022-06-08,Southwest Airlines Co.,PHX,SJC,1325,1515,"6,,21.0",0.0,0.0,-1.0,9.0,86.0,0.0
2022-07-02,Mesa Airlines Inc.,IAH,ICT,1805,1954,542.0,4.0,0.0,0.0,12.0,98.0,11.0
2022-01-30,SkyWest Airlines Inc.,SFO,ONT,830,1002,363.0,0.0,0.0,-1.0,26.0,57.0,0.0
2022-01-25,Delta Air Lines Inc.,FLL,LGA,710,1005,1076.0,0.0,0.0,-1.0,14.0,140.0,0.0
2022-02-28,Horizon Air,SFO,PHX,1505,1801,651.0,"42.#,0",1.0,2.0,10.0,91.0,33.0
2022-05-17,Comair Inc.,CLT,ATL,1624,1742,226.0,0##.0,0.0,-1.0,20.0,44.0,0.0
2022-05-08,Alaska Airlines Inc.,HNL,SEA,1305,2205,2677.0,"1#,5.0",1.0,1.0,19.0,299.0,12.0
2022-04-05,Endeavor Air Inc.,CHO,LGA,1035,1158,305.0,0.0,0.0,-1.0,16.0,52.0,0.0
2022-03-16,United Air Lines Inc.,SFO,LAS,1910,2050,414.0,27.0,1.0,1.0,19.|0,64.0,22.0
2022-01-18,SkyWest Airlines Inc.,SLC,ONT,825,929,558.0,0.0,0.0,-1.0,38.0,83.0,0.0
2022-06-10,Air Wisconsin Airlines Corp,ORD,AVP,1845,2127,632.0,0#|.0,0.0,-1.0,23.0,82.0,0.0
2022-02-14,Alaska Airlines Inc.,LAX,PDX,1755,2027,834.0,0.0,0.0,-1.0,12.0,117.0,0.0
2022-03-23,SkyWest Airlines Inc.,PHX,MAF,1910,2254,581.0,0.0,0.0,-1.0,18.0,77.0,0.0
2022-05-12,Endeavor Air Inc.,ORF,LGA,952,1129,296.0,0.0,0.0,-1.0,"1#,0.0",57.0,0.0
2022-06-30,Spirit Air Lines,IAH,EWR,1111,1545,1400.0,0.0,0.0,-1.0,10.0,176.0,0.0
2022-05-17,SkyWest Airlines Inc.,SEA,GEG,1927,2033,224.0,0.0,0.0,-1.0,20.0,39.0,0.0
2022-07-02,Endeavor Air Inc.,ATW,DTW,630,852,296.0,0.0,0.0,-1.0,11.0,42.0,0.0
2022-07-10,Delta Air Lines Inc.,BTR,ATL,1855,2144,448.0,0.0,0.0,-1.0,"8.,0",80.0,0.0
2022-04-30,Southwest Airlines Co.,RDU,BWI,1200,1305,255.0,18.0,1.0,1.0,6.0,42.0,5.0
2022-06-27,Southwest Airlines Co.,OAK,ONT,1020,1140,"36,2.0",0.0,0.0,-1.0,12.0,53.0,0.0
2022-06-11,SkyWest Airlines Inc.,FSD,DEN,1659,1756,483.0,4.|#0,0.0,0.0,15##.0,78.0,0.0
2022-05-30,Delta Air Lines Inc.,TUL,ATL,1900,2200,674.0,0.0,0.0,-1.0,12.0,106.0,1.0
2022-03-15,United Air Lines Inc.,LAX,BWI,2300,653,2329.0,0.0,0.0,-1.0,25.0,273.0,6.0
2022-05-12,Delta Air Lines Inc.,SDF,ATL,600,720,321.0,0.0,0.0,-1.0,16.0,52.0,0.0
2022-01-04,Southwest Airlines Co.,ABQ,DEN,600,730,349.0,36.0,1.0,2.0,28.0,54.0,34.0
2022-07-07,Republic Airlines,IAD,BTV,840,1017,441.0,0.0,0.0,-1.0,12.0,66.0,0.0
2022-05-11,Southwest Airlines Co.,SLC,OAK,1755,1845,5|88.0,0.0,0.0,-1.0,9.0,87.0,0.0
2022-03-12,Southwest Airlines Co.,DEN,SEA,1515,1710,1024.0,89.0,1.0,5.0,12.0,149.0,82.0
2022-07-18,Southwest Airlines Co.,DEN,PDX,1630,1810,991.0,5.0,0.0,0.0,13.0,134.0,0.0
2022-03-07,Republic Airlines,PIT,CLT,1049,1220,366.0,0.0,0.0,-1.0,11.0,68.0,0.0
2022-05-30,Capital Cargo International,MDT,PHL,641,729,84##.0,0.0,0.0,-1.0,12.#0,26.0,0.0
2022-01-27,SkyWest Airlines Inc.,OMA,MSP,1047,1203,282.0,247.0,1.0,12.0,12.0,44.0,234.0
2022-04-18,Frontier Airlines Inc.,PHX,SFO,700,911,651.0,0.0,0.0,-1.0,10.0,107.0,0.0
2022-01-25,Envoy Air,DCA,XNA,1900,2103,963.0,0.0,0.0,0.0,25.0,153.0,2.0
2022-07-12,SkyWest Airlines Inc.,MKE,DTW,1835,2042,237.0,60.0,1.0,4.0,34.0,38.0,69.0
2022-04-27,Southwest Airlines Co.,SRQ,BNA,1735,1835,648.0,1.0,0.0,0.0,14.0,94.0,0.0
2022-01-12,Southwest Airlines Co.,BNA,MYR,1840,2105,471.0,0.0,0.0,-1.0,15.0,60.0,0.0
2022-05-20,American Airlines Inc.,CLT,LAX,950,1214,2125.0,0.0,0.0,-1.0,26.0,270.0,0.0
2022-02-18,American Airlines Inc.,XNA,DFW,1424,1549,280.0,0.0,0.0,-1.0,11.0,54.0,0.0
2022-03-21,Southwest Airlines Co.,SAN,DEN,845,1150,853.0,0.0,0.0,-1.0,14.0,122.0,30.0
2022-07-19,United Air Lines Inc.,IAH,FLL,1420,1805,966.0,0.0,0.0,-1.0,21.0,123.0,0.0
2022-05-22,Delta Air Lines Inc.,CLT,DTW,930,1120,500.0,0.0,0.0,-1.0,13.0,73.0,0.0
2022-03-11,Southwest Airlines Co.,HNL,OAK,1210,1925,2409.0,3.0,0.0,0.0,14.0,298.0,15.0
2022-03-25,SkyWest Airlines Inc.,ORD,IAH,1037,1330,925.0,0.0,0.0,-1.0,17.0,123.0,0.0
2022-07-29,SkyWest Airlines Inc.,TUS,PHX,1839,1935,110.0,5.0,0.0,0.0,16.0,23.0,0.0
2022-05-10,Southwest Airlines Co.,MCO,BWI,1840,2055,787.0,23.0,1.0,1.0,14.0,123.0,29.0
2022-05-06,American Airlines Inc.,MYR,CLT,510,610,157.0,0.0,0.0,-1.0,18.0,33.0,0.0
2022-04-21,Republic Airlines,LGA,CMH,640,835,479.0,16.0,1.0,1.0,20.0,82.0,6.0
2022-07-24,Comair Inc.,CLT,GSP,2010,2056,75.0,8.0,0.0,0.0,28.0,18.0,11.0
2022-07-06,Frontier Airlines Inc.,DEN,LAS,1753,1857,628.0,26.0,1.0,1.0,"4,,4.0",89.0,46.0
2022-01-11,Frontier Airlines Inc.,MIA,LAS,1900,2140,2174.0,"0.,0",0.0,-1.0,28.0,301.0,0.0
2022-07-31,Southwest Airlines Co.,SMF,SAN,1700,1830,480.0,31.0,1.0,2.0,12.0,73.0,28.0
2022-03-08,Republic Airlines,DCA,EWR,1310,1431,199.0,0.0,0.0,-1.0,21.0,35.0,0.0
2022-02-03,Delta Air Lines Inc.,BOS,ATL,1343,1646,946.0,0.0,0.0,-1.0,21.0,146.0,0.0
2022-01-10,United Air Lines Inc.,IAH,ORD,1822,2100,925.0,0.0,0.0,-1.0,18.0,121.0,0.0
2022-04-28,American Airlines Inc.,DFW,FLL,2037,23,"11,19.0",0.0,0.0,-1.0,16.|#0,141.0,0.0
2022-06-02,Southwest Airlines Co.,ELP,PHX,1420,1440,347.0,0.0,0.0,-1.0,11.0,56.0,0.0
2022-05-18,United Air Lines Inc.,EWR,MSY,1450,1702,1167.0,0.0,0.0,-1.0,12.0,157.0,0.0
